init,geometry,geo params,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
kernel pca:rbf,fourier_basis,10,10,0.149606673,0.016143184,0.929010212,0.043531227,0.927773298,0.010444821,1.103647891,0.082107117,41,0.161038782,0.177730112,0.164893252
kernel pca:rbf,fourier_basis,8,10,0.152352488,0.016757133,0.941611167,0.035060535,0.911082978,0.011703868,1.105714371,0.07791015,61,0.161799789,0.178904352,0.16299671
kernel pca:rbf,fourier_basis,11,10,0.152238924,0.013659028,0.93223754,0.045620758,0.940209503,0.012686756,1.09867948,0.084931582,51,0.163304863,0.179419702,0.168692109
kernel pca:rbf,fourier_basis,6,10,0.151569931,0.01630336,0.94509102,0.044424458,0.876673183,0.012611148,1.127575585,0.101150239,31,0.160376014,0.180836078,0.15853414
kernel pca:rbf,fourier_basis,7,10,0.153076705,0.017946566,0.935944611,0.04960955,0.886225287,0.013127692,1.12547995,0.099110044,81,0.163553167,0.18407581,0.163132637
kernel pca:rbf,fourier_basis,5,10,0.150916876,0.016410862,0.958838384,0.032280788,0.85270361,0.011767391,1.17937281,0.135656994,31,0.157395531,0.185628009,0.158285674
kernel pca:rbf,fourier_basis,9,10,0.156246233,0.020011105,0.936757687,0.041029048,0.920200292,0.011027212,1.115863146,0.085036394,51,0.166794717,0.186120078,0.17126775
kernel pca:rbf,fourier_basis,12,10,0.160531712,0.01431291,0.944838495,0.048100769,0.99564187,0.048289778,1.097081119,0.073472442,51,0.169903865,0.186398323,0.185585975
umap:euclidean,fourier_basis,7,10,0.14349657,0.019214591,0.909376734,0.052654069,0.903127512,0.024044394,1.208797052,0.133314315,11,0.157796615,0.190744083,0.172266229
kernel pca:rbf,spiral,,10,0.14511956,0.017548259,0.914230214,0.050833995,0.844237142,0.012687762,1.203928061,0.147518476,21,0.158734155,0.191104503,0.16133752
umap:cosine,fourier_basis,9,10,0.144798307,0.015343562,0.895174048,0.052024242,0.909626837,0.018963825,1.202595251,0.17221499,11,0.161754363,0.194525028,0.176945186
umap:cosine,fourier_basis,8,10,0.148189811,0.01835877,0.894702853,0.06962158,0.898413786,0.025485286,1.182468812,0.128314665,21,0.165630199,0.195852544,0.175956626
umap:euclidean,fourier_basis,9,10,0.142694401,0.020837372,0.885020313,0.053805825,0.900745996,0.013514511,1.217830016,0.12304718,31,0.161232911,0.196354279,0.17686533
umap:cosine,fourier_basis,10,10,0.150562288,0.018993386,0.88036297,0.052686674,0.915745833,0.026771631,1.148130659,0.114628775,11,0.171022968,0.196356713,0.179812842
umap:euclidean,fourier_basis,8,10,0.148271325,0.02005635,0.903987124,0.054362692,0.89791408,0.014759055,1.20741424,0.10788435,21,0.164019289,0.198039225,0.177822208
kernel pca:rbf,fourier_basis,13,10,0.169705183,0.031140216,0.928424353,0.035416722,1.016108277,0.049166408,1.096945648,0.084608114,51,0.182788379,0.200508917,0.203738771
umap:euclidean,fourier_basis,10,10,0.150811336,0.017065821,0.883967699,0.054640005,0.901431046,0.01913753,1.212049389,0.212114921,21,0.170607293,0.206784465,0.186401937
umap:euclidean,fourier_basis,6,10,0.145528,0.015282517,0.918489288,0.042676828,0.888671307,0.025163684,1.307722582,0.266238157,31,0.158442784,0.207199207,0.18413199
umap:cosine,fourier_basis,5,10,0.1428984,0.018340986,0.894840715,0.051874571,0.891581735,0.030524248,1.310108279,0.198253904,21,0.159691438,0.209213075,0.186530556
umap:cosine,fourier_basis,7,10,0.149730929,0.016869564,0.899556333,0.057114322,0.893554112,0.025597367,1.274314339,0.150638523,21,0.166449753,0.212109307,0.189531143
umap:cosine,fourier_basis,6,10,0.150321025,0.015198737,0.909205017,0.049429306,0.887457026,0.024526469,1.287844182,0.186998608,21,0.165332375,0.212922337,0.188959424
umap:cosine,fourier_basis,3,10,0.138916872,0.020091102,0.915085248,0.048639318,0.879780502,0.047137287,1.405263654,0.320002022,11,0.151807574,0.213329667,0.187683281
umap:euclidean,spiral,,10,0.155951902,0.015601919,0.914058497,0.04750334,0.914615392,0.017791543,1.258561578,0.177693043,21,0.170614794,0.214729224,0.196394653
umap:cosine,fourier_basis,4,10,0.146234715,0.019534373,0.893101121,0.058155273,0.874323238,0.021984828,1.314035193,0.179448831,31,0.163738138,0.215157676,0.188117356
umap:cosine,fourier_basis,12,10,0.154162344,0.012333756,0.899480741,0.052638343,0.903025349,0.017040915,1.263026996,0.197988628,21,0.171390377,0.216470673,0.195478505
umap:euclidean,fourier_basis,4,10,0.143955185,0.019557535,0.909205017,0.049429306,0.882560786,0.018047173,1.387543177,0.189013128,11,0.15833083,0.219690863,0.193890541
PCA,fourier_basis,13,10,0.172154636,0.015584112,0.923575869,0.038565993,1.007010438,0.023981374,1.195069413,0.12393401,21,0.186400102,0.22276106,0.224322713
umap:euclidean,fourier_basis,5,10,0.146360334,0.02111397,0.890931624,0.052162522,0.877958193,0.021196677,1.362532986,0.276435525,21,0.164277853,0.223833994,0.196516889
kernel pca:rbf,fourier_basis,4,10,0.152117489,0.017176437,0.958277833,0.038844162,0.827169153,0.007750014,1.424263425,0.283005714,31,0.158740486,0.226088268,0.187013241
umap:cosine,spiral,,10,0.156072717,0.016349913,0.89007659,0.053832483,0.900996311,0.021560801,1.312903541,0.217795327,31,0.175347514,0.230214372,0.207422299
umap:cosine,fourier_basis,11,10,0.166078349,0.019318066,0.912577978,0.058093574,0.903262343,0.023709795,1.278135629,0.139603756,31,0.181988119,0.232605499,0.210103788
kernel pca:rbf,ellipse,,10,0.15183293,0.010895909,0.967424242,0.024753916,0.785611243,0.010414837,1.520909194,0.272896202,41,0.156945551,0.238699931,0.187525349
kernel pca:rbf,fourier_basis,2,10,0.15183293,0.010895909,0.967424242,0.024753916,0.785611243,0.010414837,1.520909194,0.272896202,41,0.156945551,0.238699931,0.187525349
umap:euclidean,klein bottle,,10,0.148911952,0.020835294,0.896164613,0.048769317,0.881590657,0.029142788,1.471761177,0.286142821,11,0.166165847,0.244556442,0.215598675
umap:euclidean,fourier_basis,12,10,0.165963378,0.017376696,0.88684571,0.047145188,0.906946578,0.016418437,1.308311668,0.164729027,31,0.187138953,0.244836076,0.222053241
umap:cosine,toroid,,10,0.157695077,0.01867302,0.914058497,0.04750334,0.872253707,0.033612008,1.43162454,0.212558985,31,0.172521865,0.246986536,0.215434922
PCA,fourier_basis,12,10,0.170280391,0.021683084,0.923318348,0.043700856,0.927484035,0.021946183,1.353079488,0.20900095,41,0.184422189,0.249537881,0.231442401
kernel pca:rbf,klein bottle,,10,0.158549724,0.01878563,0.959171717,0.031858041,0.790474425,0.009235971,1.515158529,0.311401713,51,0.165298581,0.250453555,0.19797713
